[2026-04-03 17:59:37] IP=172.18.0.1 PUERTO=42198 | RX=CONEXION_ESTABLECIDA | TX=-

[2026-04-04 21:37:45] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.00 | TX=OK DATA_RECEIVED

[2026-04-04 21:37:50] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 29.4000 VIBRACION_ALTA (29.40 > 8.0)

[2026-04-04 21:37:50] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 29.40 | TX=OK DATA_RECEIVED

[2026-04-04 21:37:54] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.0000 VIBRACION_ALTA (30.00 > 8.0)

[2026-04-04 21:37:54] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.00 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:06] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 31.1000 VIBRACION_ALTA (31.10 > 8.0)

[2026-04-04 21:38:06] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 31.10 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:10] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.1000 VIBRACION_ALTA (30.10 > 8.0)

[2026-04-04 21:38:10] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.10 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:08] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.7000 VIBRACION_ALTA (30.70 > 8.0)

[2026-04-04 21:38:08] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:13] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 32.6000 VIBRACION_ALTA (32.60 > 8.0)

[2026-04-04 21:38:13] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 32.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:17] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.6000 VIBRACION_ALTA (30.60 > 8.0)

[2026-04-04 21:38:17] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:22] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 33.2000 VIBRACION_ALTA (33.20 > 8.0)

[2026-04-04 21:38:22] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 33.20 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:33] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 27.6000 VIBRACION_ALTA (27.60 > 8.0)

[2026-04-04 21:38:33] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 27.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:38] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 32.3000 VIBRACION_ALTA (32.30 > 8.0)

[2026-04-04 21:38:38] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 32.30 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:43] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.1000 VIBRACION_ALTA (20.10 > 8.0)

[2026-04-04 21:38:43] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.10 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:48] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 50.5000 VIBRACION_ALTA (50.50 > 8.0)

[2026-04-04 21:38:48] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 50.50 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:44] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 27.5000 VIBRACION_ALTA (27.50 > 8.0)

[2026-04-04 21:38:44] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 27.50 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:49] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 22.9000 VIBRACION_ALTA (22.90 > 8.0)

[2026-04-04 21:38:49] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 22.90 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:01] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 22.2000 VIBRACION_ALTA (22.20 > 8.0)

[2026-04-04 21:39:01] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 22.20 | TX=OK DATA_RECEIVED

[2026-04-04 21:38:59] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 33.9000 VIBRACION_ALTA (33.90 > 8.0)

[2026-04-04 21:38:59] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 33.90 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:03] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 21.1000 VIBRACION_ALTA (21.10 > 8.0)

[2026-04-04 21:39:03] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 21.10 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:08] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 28.7000 VIBRACION_ALTA (28.70 > 8.0)

[2026-04-04 21:39:08] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 28.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:12] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 28.5000 VIBRACION_ALTA (28.50 > 8.0)

[2026-04-04 21:39:12] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 28.50 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:17] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.8000 VIBRACION_ALTA (20.80 > 8.0)

[2026-04-04 21:39:17] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.80 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:28] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.6000 VIBRACION_ALTA (30.60 > 8.0)

[2026-04-04 21:39:28] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:26] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.5000 VIBRACION_ALTA (25.50 > 8.0)

[2026-04-04 21:39:26] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 25.50 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:30] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 21.6000 VIBRACION_ALTA (21.60 > 8.0)

[2026-04-04 21:39:30] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 21.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:35] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.9000 VIBRACION_ALTA (25.90 > 8.0)

[2026-04-04 21:39:35] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 25.90 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:39] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.2000 VIBRACION_ALTA (25.20 > 8.0)

[2026-04-04 21:39:39] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 25.20 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:51] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.4000 VIBRACION_ALTA (25.40 > 8.0)

[2026-04-04 21:39:51] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 25.40 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:55] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 31.1000 VIBRACION_ALTA (31.10 > 8.0)

[2026-04-04 21:39:55] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 31.10 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:53] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.6000 VIBRACION_ALTA (30.60 > 8.0)

[2026-04-04 21:39:53] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:39:58] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.2000 VIBRACION_ALTA (26.20 > 8.0)

[2026-04-04 21:39:58] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 26.20 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:02] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.7000 VIBRACION_ALTA (34.70 > 8.0)

[2026-04-04 21:40:02] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 34.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:07] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 21.7000 VIBRACION_ALTA (21.70 > 8.0)

[2026-04-04 21:40:07] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 21.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:11] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.4000 VIBRACION_ALTA (20.40 > 8.0)

[2026-04-04 21:40:11] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.40 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:16] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 32.7000 VIBRACION_ALTA (32.70 > 8.0)

[2026-04-04 21:40:16] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 32.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:20] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.4000 VIBRACION_ALTA (30.40 > 8.0)

[2026-04-04 21:40:20] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.40 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:25] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 23.2000 VIBRACION_ALTA (23.20 > 8.0)

[2026-04-04 21:40:25] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 23.20 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:29] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.5000 VIBRACION_ALTA (30.50 > 8.0)

[2026-04-04 21:40:29] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.50 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:41] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.8000 VIBRACION_ALTA (34.80 > 8.0)

[2026-04-04 21:40:41] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 34.80 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:46] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.5000 VIBRACION_ALTA (20.50 > 8.0)

[2026-04-04 21:40:46] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.50 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:43] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.2000 VIBRACION_ALTA (20.20 > 8.0)

[2026-04-04 21:40:43] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.20 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:48] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.1000 VIBRACION_ALTA (26.10 > 8.0)

[2026-04-04 21:40:48] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 26.10 | TX=OK DATA_RECEIVED

[2026-04-04 21:40:59] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.9000 VIBRACION_ALTA (34.90 > 8.0)

[2026-04-04 21:40:59] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 34.90 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:04] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 21.0000 VIBRACION_ALTA (21.00 > 8.0)

[2026-04-04 21:41:04] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 21.00 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:09] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.8000 VIBRACION_ALTA (30.80 > 8.0)

[2026-04-04 21:41:09] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.80 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:06] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.1000 VIBRACION_ALTA (30.10 > 8.0)

[2026-04-04 21:41:06] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.10 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:10] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.3000 VIBRACION_ALTA (20.30 > 8.0)

[2026-04-04 21:41:10] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.30 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:15] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.6000 VIBRACION_ALTA (20.60 > 8.0)

[2026-04-04 21:41:15] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:20] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 33.6000 VIBRACION_ALTA (33.60 > 8.0)

[2026-04-04 21:41:20] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 33.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:31] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.3000 VIBRACION_ALTA (20.30 > 8.0)

[2026-04-04 21:41:31] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.30 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:29] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.3000 VIBRACION_ALTA (20.30 > 8.0)

[2026-04-04 21:41:29] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 20.30 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:34] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 27.8000 VIBRACION_ALTA (27.80 > 8.0)

[2026-04-04 21:41:34] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 27.80 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:38] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 22.4000 VIBRACION_ALTA (22.40 > 8.0)

[2026-04-04 21:41:38] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 22.40 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:43] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 27.6000 VIBRACION_ALTA (27.60 > 8.0)

[2026-04-04 21:41:43] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 27.60 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:47] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.7000 VIBRACION_ALTA (34.70 > 8.0)

[2026-04-04 21:41:47] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 34.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:52] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 28.9000 VIBRACION_ALTA (28.90 > 8.0)

[2026-04-04 21:41:52] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 28.90 | TX=OK DATA_RECEIVED

[2026-04-04 21:41:56] IP=172.18.0.2 PUERTO=36660 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.0000 VIBRACION_ALTA (30.00 > 8.0)

[2026-04-04 21:41:56] IP=172.18.0.2 PUERTO=36660 | RX=DATA c-sensor-001 vibration 30.00 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:00] IP=172.18.0.6 PUERTO=35438 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:00] IP=172.18.0.6 PUERTO=35438 | RX=REGISTER SENSOR c-sensor-001 vibration | TX=OK SENSOR_REGISTERED c-sensor-001

[2026-04-04 21:42:00] IP=172.18.0.6 PUERTO=35438 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.4000 VIBRACION_ALTA (25.40 > 8.0)

[2026-04-04 21:42:00] IP=172.18.0.6 PUERTO=35438 | RX=DATA c-sensor-001 vibration 25.40 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:01] IP=172.18.0.4 PUERTO=34948 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:01] IP=172.18.0.4 PUERTO=34948 | RX=REGISTER SENSOR py-energy-01 energy | TX=OK SENSOR_REGISTERED py-energy-01

[2026-04-04 21:42:01] IP=172.18.0.4 PUERTO=34948 | RX=DATA py-energy-01 energy 149.1 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:01] IP=172.18.0.7 PUERTO=47390 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:01] IP=172.18.0.5 PUERTO=49056 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:01] IP=172.18.0.7 PUERTO=47390 | RX=REGISTER SENSOR py-temp-02 temperature | TX=OK SENSOR_REGISTERED py-temp-02

[2026-04-04 21:42:01] IP=172.18.0.5 PUERTO=49056 | RX=REGISTER SENSOR py-temp-01 temperature | TX=OK SENSOR_REGISTERED py-temp-01

[2026-04-04 21:42:01] IP=172.18.0.7 PUERTO=47390 | RX=DATA py-temp-02 temperature 34.47 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:01] IP=172.18.0.5 PUERTO=49056 | RX=DATA py-temp-01 temperature 29.73 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:01] IP=172.18.0.8 PUERTO=35640 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:01] IP=172.18.0.8 PUERTO=35640 | RX=REGISTER SENSOR py-vib-01 vibration | TX=OK SENSOR_REGISTERED py-vib-01

[2026-04-04 21:42:01] IP=172.18.0.8 PUERTO=35640 | RX=DATA py-vib-01 vibration 0.73 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:05] IP=172.18.0.6 PUERTO=35438 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.3000 VIBRACION_ALTA (26.30 > 8.0)

[2026-04-04 21:42:05] IP=172.18.0.6 PUERTO=35438 | RX=DATA c-sensor-001 vibration 26.30 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:05] IP=172.18.0.4 PUERTO=34948 | RX=DATA py-energy-01 energy 320.63 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:05] IP=172.18.0.7 PUERTO=47390 | RX=DATA py-temp-02 temperature 22.18 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:05] IP=172.18.0.5 PUERTO=49056 | RX=DATA py-temp-01 temperature 28.64 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:05] IP=172.18.0.8 PUERTO=35640 | RX=DATA py-vib-01 vibration 0.28 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:09] IP=172.18.0.6 PUERTO=35438 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 33.7000 VIBRACION_ALTA (33.70 > 8.0)

[2026-04-04 21:42:09] IP=172.18.0.6 PUERTO=35438 | RX=DATA c-sensor-001 vibration 33.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:10] IP=172.18.0.4 PUERTO=34948 | RX=DATA py-energy-01 energy 264.06 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:10] IP=172.18.0.7 PUERTO=47390 | RX=DATA py-temp-02 temperature 25.64 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:10] IP=172.18.0.5 PUERTO=49056 | RX=DATA py-temp-01 temperature 16.91 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:10] IP=172.18.0.8 PUERTO=35640 | RX=DATA py-vib-01 vibration 0.3 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:21] IP=172.18.0.6 PUERTO=35438 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 22.0000 VIBRACION_ALTA (22.00 > 8.0)

[2026-04-04 21:42:21] IP=172.18.0.6 PUERTO=35438 | RX=DATA c-sensor-001 vibration 22.00 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:14] IP=172.18.0.4 PUERTO=34948 | RX=DATA py-energy-01 energy 325.02 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:14] IP=172.18.0.7 PUERTO=47390 | RX=DATA py-temp-02 temperature 30.32 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:14] IP=172.18.0.5 PUERTO=49056 | RX=DATA py-temp-01 temperature 33.87 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:14] IP=172.18.0.8 PUERTO=35640 | RX=DATA py-vib-01 vibration 0.29 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:19] IP=172.18.0.6 PUERTO=35438 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.7000 VIBRACION_ALTA (26.70 > 8.0)

[2026-04-04 21:42:19] IP=172.18.0.6 PUERTO=35438 | RX=DATA c-sensor-001 vibration 26.70 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:19] IP=172.18.0.4 PUERTO=34948 | RX=DATA py-energy-01 energy 131.37 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:19] IP=172.18.0.7 PUERTO=47390 | RX=DATA py-temp-02 temperature 33.01 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:19] IP=172.18.0.5 PUERTO=49056 | RX=DATA py-temp-01 temperature 33.69 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:26] IP=172.18.0.8 PUERTO=35640 | RX=DATA py-vib-01 vibration 0.42 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:30] IP=172.18.0.6 PUERTO=35438 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 23.4000 VIBRACION_ALTA (23.40 > 8.0)

[2026-04-04 21:42:30] IP=172.18.0.6 PUERTO=35438 | RX=DATA c-sensor-001 vibration 23.40 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:34] IP=172.18.0.9 PUERTO=56792 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:34] IP=172.18.0.9 PUERTO=56792 | RX=REGISTER SENSOR temp-002 temperature | TX=OK SENSOR_REGISTERED temp-002

[2026-04-04 21:42:34] IP=172.18.0.9 PUERTO=56792 | RX=DATA temp-002 temperature 32.99 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:34] IP=172.18.0.10 PUERTO=50922 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:34] IP=172.18.0.10 PUERTO=50922 | RX=REGISTER SENSOR energy-001 energy | TX=OK SENSOR_REGISTERED energy-001

[2026-04-04 21:42:34] IP=172.18.0.10 PUERTO=50922 | RX=DATA energy-001 energy 306.95 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:34] IP=172.18.0.11 PUERTO=34072 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:34] IP=172.18.0.11 PUERTO=34072 | RX=REGISTER SENSOR vib-001 vibration | TX=OK SENSOR_REGISTERED vib-001

[2026-04-04 21:42:34] IP=172.18.0.11 PUERTO=34072 | RX=DATA vib-001 vibration 0.21 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:34] IP=172.18.0.12 PUERTO=51774 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:34] IP=172.18.0.12 PUERTO=51774 | RX=REGISTER SENSOR temp-001 temperature | TX=OK SENSOR_REGISTERED temp-001

[2026-04-04 21:42:34] IP=172.18.0.12 PUERTO=51774 | RX=anomalia detectada | TX=ALERT temp-001 temperature 47.0700 TEMPERATURA_ALTA (47.1 > 40.0)

[2026-04-04 21:42:34] IP=172.18.0.12 PUERTO=51774 | RX=DATA temp-001 temperature 47.07 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:34] IP=172.18.0.14 PUERTO=40514 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:34] IP=172.18.0.14 PUERTO=40514 | RX=REGISTER SENSOR hum-001 humidity | TX=OK SENSOR_REGISTERED hum-001

[2026-04-04 21:42:34] IP=172.18.0.14 PUERTO=40514 | RX=DATA hum-001 humidity 95.29 | TX=OK DATA_RECEIVED

[2026-04-04 21:42:36] IP=172.18.0.13 PUERTO=48436 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 21:42:36] IP=172.18.0.13 PUERTO=48436 | RX=REGISTER SENSOR c-sensor-001 vibration | TX=OK SENSOR_REGISTERED c-sensor-001

